name,name_norm,country,lei,wikidata_qid,alias1,alias2,alias3,alias4,alias5,address,city,postal_code,source
COGNATIS,cognatis,BE,984500BC07E1B1DB2B89,,,,,,,De Weven 1,Beringen,3583,GLEIF
EMMOLO SALVATORE & C SRL,emmolo salvatore & c srl,IT,529900ZV6VNF5O15S308,,,,,,,CONTRADA PETRARO - MERC.ORT.BOX 8 S.N.C.,Santa Croce Camerina,97017,GLEIF
ADEQUASYS FRANCE,adequasys france,FR,969500F0305TSI606M27,,,,,,,1 RUE CLAUDE BERNARD,ROMANS-SUR-ISERE,26100,GLEIF
SSB READY MIX CONCRETE,ssb ready mix concrete,IN,8945009CW93KQ0GS5M71,,,,,,,"157/2A, PERUMANADU, ILLIPPUR TALUK",PUDUKOTTAI,622102,GLEIF
COMMUNITY ACTION DEVELOPMENT LIBERATIVE AND EDUCATION TRUST,community action development liberative and education trust,IN,984500B782EA48068251,,,,,,,5816 Upstair Santhanathapuram 4th street,Pudukkottai,622001,GLEIF
Gielen Beheer B V,gielen beheer b v,NL,724500GJL8Q0Z4FMFC43,,,,,,,Wiardi Beckmanhof 11,Oosterhout,4908CR,GLEIF
DISHA STEEL PRIVATE LIMITED,disha steel private,IN,6488D92P9W022AU9AM11,,,,,,,PROP. NO. D-118-B GROUND FLOOR (SHOP) KH. NO. 292 CHHATTARPUR ENCLAVE,DELHI,110074,GLEIF
ABEX Stahlbau - Rohrbiegen -Stadtmobel GmbH,abex stahlbau - rohrbiegen -stadtmobel,DE,391200A3KW8X08H99N08,,,,,,,Kiehlufer 81 - 83,Berlin,12059,GLEIF
Rouhette Lex,rouhette lex,BE,699400DIVP9H2N719612,,,,,,,Boulevard du Souverain 6 boîte D31,Watermael-Boitsfort,1170,GLEIF
SOUTHLAND MEDICAL CENTER LLC,southland medical center,US,25490016YNWG0CNNXA49,,,,,,,c/o KARL SHEA 6136 N KILPATRICK AVE,CHICAGO,60646,GLEIF
PETRONI S R L S,petroni s r l s,IT,984500EF5E69F3C7BE12,,,,,,,STRADA VAL SPORZANA 48,FORNOVO DI TARO,43045,GLEIF
energie verbund GmbH,energie verbund,DE,391200CQSJ0970VMY883,,,,,,,Sonnenallee 17-21,Bitterfeld-Wolfen OT Thalheim,06766,GLEIF
Waccat 2 AB,waccat 2,SE,636700AA14YM3ZD2PQ21,,,,,,,Gullhönevägen 4,Falkenberg,311 79,GLEIF
Versteeg Beheer B V,versteeg beheer b v,NL,724500VGLLGWAHPS4C50,,,,,,,Secretarislaan 15,Driebergen-Rijsenburg,3971CL,GLEIF
River Road Resources Ltd,river road resources,CA,8945006WZ6K77N1PJE72,,,,,,,503-905 West Pender St.,Vancouver,V6C 1L6,GLEIF
H D M,h d m,FR,894500CTB0RWIZ38UI44,,,,,,,ALLEE DU POLO,LE TOUQUET-PARIS-PLAGE,62520,GLEIF
V D PAPER & GRAPHICS INDUSTRIES,v d paper & graphics industries,IN,33580053T39SR2OBMQ92,,,,,,,"C-31, UDYOG KUNJ, PANKI INDUSTRIAL AREA SITE-5, KANPUR",KANPUR,208022,GLEIF
BANSAL MANUFACTURING CORP,bansal manufacturing,IN,9845004F04BC0C51D083,,,,,,,"OSWAL SREET NO.1, NIRMAL MARKET, MILLER GANJ",Ludhiana,141003,GLEIF
SUNIL GEMS AND JEWELS,sunil gems and jewels,IN,8945009EQROSDSFC0A45,,,,,,,"0, Banaras Road,Beside IDBI Bank",AMBIKAPUR,497001,GLEIF
RAMARANI EDUCATIONAL TRUST,ramarani educational trust,IN,335800YFV37XW4CERS21,,,,,,,TAMULIA KURUDA REMUNA,BALASORE,756056,GLEIF
ARTIS - SOCIETA COOPERATIVA,artis - societa cooperativa,IT,529900M15CU10SSGY992,,,,,,,VIA RISORGIMENTO C/O SUBBA A. 204,Messina,98123,GLEIF
SHIV PARWATI GRIH UDYOG,shiv parwati grih udyog,IN,8945008A3EQ3UPB79M34,,,,,,,"PLOT NO 107/2, 108, INDUSTRIAL AREA, URKURA, Raipur,",RAIPUR,492001,GLEIF
MASTRO METALS PRIVATE LIMITED,mastro metals private,IN,6488DPCJ317PHY511669,,,,,,,"TMC/1/203/C6, C7, C8, C9, 2ND FLOOR, COMPASS POINT CHIRAVAKKU, TALIPARAMBA, Kerala",Kannur,670141,GLEIF
M S MAINDOLA ROYAL ENFIELD,m s maindola royal enfield,IN,894500ABOZ72ZT1I1613,,,,,,,"7 to 10 Exhibition Ground Market,Opposite Banna Devi Police Thana,G.T. Road",Aligarh,202001,GLEIF
GABRIEL 09 2025,gabriel 09 2025,IN,335800VM48KYHQN2LB72,,,,,,,901 9TH FLOOR TOWER B PENINSULA BUSINESS PARK SENAPATI BAPAT MARG LOWER PAREL (W),MUMBAI,400013,GLEIF
VIKASH BAYFRONT RETREAT PRIVATE LIMITED,vikash bayfront retreat private,IN,6488O6P6Z4UG9PF35920,,,,,,,"Vikash Avenue, Po-Barhaguda Bargarh Sadar, Orissa",Bargarh,768040,GLEIF
VAAYU VALLEY ESTATES PRIVATE LIMITED,vaayu valley estates private,IN,89450094KXG490NATM88,,,,,,,"T-415, A Block, 3rd Floor, Palam Corporate Plaza, Palam Vihar (Gurgaon)",GURGAON,122017,GLEIF
VIMAL AGENCIES,vimal agencies,IN,3358004RBPR32U4AIS85,,,,,,,"KHASRA NO. 245, BERA IMARATIYA KACCHA MARG, VILLAGE-SARDARPURA, TEHSIL-SOJAT CITY, PALI,",SOJAT CITY,306104,GLEIF
BOREA FONDSOBLIGASJON VERDIPAPIRFOND,borea fondsobligasjon verdipapirfond,NO,64889A4EJB167N6DL096,,,,,,,Edvard Griegs vei 1,BERGEN,5059,GLEIF
LANGKO MULTIPURPOSE COOPERATIVE SOCIETY LIMITED,langko multipurpose cooperative society,IN,9845008756F00PE40665,,,,,,,"014, MEBO ROAD, MEBO",East Siang,791104,GLEIF
Nucleo SpA,nucleo,CL,9845009CC2IC1A8E4719,,,,,,,"Hamlet 4000 dpto 1114, Las Condes",Santiago,7550000,GLEIF
GHARBHARAN SHIVDAS YADAV,gharbharan shivdas yadav,IN,9845004108FBRA796E51,,,,,,,"2, 201, GURUKIRAN APARTMENT PLOT NO. 26, SECTOR 30, RABALE",Thane,400701,GLEIF
PXF-INVEST,pxf-invest,FR,969500Q9JRCDZI9GOI80,,,,,,,LE PONT MORIN ZI DU PONT MORIN LA CHAPELLE D'ANDAINE,RIVES D'ANDAINE,61140,GLEIF
Trend Epiteszet Group Zartkoruen Mukodo Reszvenytarsasag,trend epiteszet group zartkoruen mukodo reszvenytarsasag,HU,9845009H1F685EA60416,,,,,,,Esztergomi út 54/B,Budapest,1138,GLEIF
S A R VENTURE PRIVATE LIMITED,s a r venture private,IN,9845007364DD2F953875,,,,,,,156 AVTAR ENCLAVE PASCHIM VIHAR,NEW DELHI,110063,GLEIF
Kungsornen Fastighets och Energi AB,kungsornen fastighets och energi,SE,636700YRRLJQ1UTGY047,,,,,,,C/O Ketabchi Scaniaplatsen 3,Malmö,211 17,GLEIF
SURAJBHAN,surajbhan,IN,984500583963K90A5F66,,,,,,,"G4, Navin mandi yard",Bharatpur,321001,GLEIF
Boomklever B V,boomklever b v,NL,7245001YD40EW2CHV327,,,,,,,tt. Vasumweg 122,Amsterdam,1033SH,GLEIF
adcastle GmbH,adcastle,DE,529900TS4B7WE0BSDJ79,,,,,,,Zum Weißenstein 39,Hamminkeln,46499,GLEIF
PJ CALL HOLDINGS L P,pj call holdings l p,CA,2549001M7U88TVGVYZ23,,,,,,,199 Bay Street Suite 5300 Commerce Court West,Toronto,M5L 1B9,GLEIF
TORNOMECANICA S L,tornomecanica s l,ES,959800VBVTWS4Z8HPF75,,,,,,,Pasaje Cádiz nave 5 PG CIDESA,Sant Andreu de la Barca,08740,GLEIF
SISTEMAS INTELIGENTES PARA LA MOVILIDAD Y EL TRANSPORTE,sistemas inteligentes para la movilidad y el transporte,ES,959800SZZ2FEYUB8L505,,,,,,,AVDA DE LAS JACARANDAS 2 3 / 317,Burjassot,46100,GLEIF
VARDHMAN IRON WORKS PRIVATE LIMITED,vardhman iron works private,IN,335800RHFCG35PL4HU35,,,,,,,"KH NO. 35//7/2HISSAR ROAD VILLAGE BALANA,",AMBALA,134003,GLEIF
DII Industries LLC Asbestos PI Trust,dii industries asbestos pi trust,US,2549008K4RHY6DX96191,,,,,,,12222 Merit Drive Suite 1150,Dallas,75251,GLEIF
STTOQ INVEST TECH PRIVATE LIMITED,sttoq invest tech private,IN,98450061X706F5A62K86,,,,,,,"12 Ajit Singh House Yusuf, Sarai Commercial Complex Green Park",New Delhi,110016,GLEIF
NUNZI VIO HOLDING,nunzi vio holding,FR,969500TU23MY5ZN15318,,,,,,,LA CARAUDIERE,GENAY,69730,GLEIF
HOLDING SAINT JAMES,holding saint james,FR,969500IKCMYGEA5LLM23,,,,,,,5 RUE DU GENERAL DELANNE,NEUILLY-SUR-SEINE,92200,GLEIF
FERRULEX,ferrulex,BE,6488JKK328H1BX74H230,,,,,,,Steenweg op Zevendonk 60,Turnhout,2300,GLEIF
KHATU SHYAM ROADWAYS,khatu shyam roadways,IN,8945007X5SLM89LCAY19,,,,,,,"6 TH FLOOR, TB 628 629, CAPITAL HIGH STREET, PHOOL BAGH CHOWK, Bhiwadi",Alwar,301019,GLEIF
OM PARKASH RAMESH KUMAR,om parkash ramesh kumar,IN,3358008DYKB438GK7W81,,,,,,,NEW GRAIN MARKET NEAR ASHOKA RICE MILL,KAITHAL,136027,GLEIF
SMARTLOG WAREHOUSE SOLUTIONS SL,smartlog warehouse solutions sl,ES,8945006H9SJW3JE0SQ41,,,,,,,"POLIG MUGITEGI B, Nº44",URRETXU,20700,GLEIF
NEW SARAVANA JAWLI STORES SATTUR,new saravana jawli stores sattur,IN,984500CD744F2DB82F48,,,,,,,"582 C, MURUGESWARI, MELAGANDHI NAGAR, VIRUDHUNAGAR",SATTUR,626203,GLEIF
LisDan Holding ApS,lisdan holding aps,DK,9845009ZEBB2E1B3C522,,,,,,,Flodvej 73 B Smørumnedre,Smørum,2765,GLEIF
Johnston & Partners Pty Ltd,johnston & partners pty,AU,25490002KLTVZWG5P466,,,,,,,"CORPORATE HOUSE, LEVEL 34 1 EAGLE STREET",BRISBANE CITY,4000,GLEIF
Nova Lipsia GmbH,nova lipsia,DE,254900AEZ76S0OM2EV94,,,,,,,Bitterfelderstrasse. 7-11,Leipzig,04129,GLEIF
DINKLE S R L,dinkle s r l,IT,984500CEF991A73F0445,,,,,,,VIA STABILINI 14,MALGRATE,23864,GLEIF
BEN SPENCE LTD,ben spence,GB,9845002C7E982DEI5468,,,,,,,26 Colvestone Crescent,London,E8 2LH,GLEIF
Laval Lab Inc,laval lab,CA,2549003DVYONA01HDS83,,,,,,,2567 Boul. Chomedey,Laval,H7T 2R2,GLEIF
-,-,GR,21380054KY5FPOJTY247,,,,,,,DIMOCHAROUS 41,ATHENS,11521,GLEIF
V D BEVERAGES,v d beverages,IN,3358002T4FP6VAYZZH35,,,,,,,"C 31, UDHYOG KUNJ KANPUR NAGAR",KANPUR,208022,GLEIF
-,-,BG,9845000494CB773AB669,,,,,,,"str. ул. НАРОДНИ БУДИТЕЛИ № 53, ent. А, fl. 5, ap. 13 р-н Аспарухово",Варна,9000,GLEIF
HDFC DIVERSIFIED EQUITY ALL CAP ACTIVE FOF,hdfc diversified equity all cap active fof,IN,335800XMNOHCK7692F10,,,,,,,2ND FLOOR HDFC HOUSE H T PAREKH MARG 165-166 BACKBAY RECLAMATION CHURCHGATE,MUMBAI,400020,GLEIF
DHANSHREE DEVELOPERS,dhanshree developers,IN,335800ZY4JQKLXHXKX42,,,,,,,"6TH, 6, APEX MALL, TONK ROAD, LALKOTHI,",JAIPUR,302015,GLEIF
JM Ouse Limited,jm ouse,VG,391200X8D78K4PRNQY54,,,,,,,Craigmuir Chambers,Road Town Tortola,VG1110,GLEIF
Antheia Flex Core,antheia flex core,NL,254900MJ1Y0X35OY4391,,,,,,,Jachthavenweg 111,Amsterdam,1081 KM,GLEIF
SORTED STEEL PRIVATE LIMITED,sorted steel private,IN,6488FC7D66X876J5JM77,,,,,,,"E-039 SITE 4 KASNA INDUSTRIAL AREA GREATER NOIDA, GAUTAM BUDH NAGAR Uttar Pradesh",NOIDA,201308,GLEIF
KENTWAY TRADING PTY LTD,kentway trading pty,AU,98450066DP7FF8ECA767,,,,,,,333 WHITEHORSE ROAD,BALWYN,3103,GLEIF
2025-09,2025-09,JP,353800UOB4IKYS6BNX60,,,,,,,大手町2-2-2,東京都 千代田区,100-0004,GLEIF
TRENDMINER,trendminer,BE,699400HHPP4YGFXG4T54,,,,,,,Kempische steenweg 309 bus 5.01,Hasselt,3500,GLEIF
Briese Schiffahrts GmbH & Co KG MS Groothusen,briese schiffahrts & kg ms groothusen,DE,5299006MHBZ56WWPZX51,,,,,,,Hafenstraße 12,Leer,26789,GLEIF
R NARAYAN STEEL INDUSTRIES,r narayan steel industries,IN,6488QJN087R30J3S8Y73,,,,,,,"PLOT NO. 348, 349 AND 349B, R.NARAYAN STEEL INDUSTRIES SECTOR C URLA INDUSTRIAL AREA, Chhattisgarh",RAIPUR,493221,GLEIF
FASTCO GLOBAL PRIVATE LIMITED,fastco global private,IN,6488ZH5H67Y2X820VS71,,,,,,,"PLOT NO. 117, SECTOR 30C, PHASE III, IMT Haryana",Rohtak,124001,GLEIF
JR Assets Oy,jr assets,FI,743700I0YU0FTMM9O613,,,,,,,PL 27 40321 JYVÄSKYLÄ,JYVÄSKYLÄ,FI-40321,GLEIF
NAVEEN MAHAJAN,naveen mahajan,IN,6488BKHR6TJP30905867,,,,,,,"MOOLA RAM, MARKET KANAK MANDI, Jammu and Kashmir",Jammu,180001,GLEIF
AKS Immobilien GmbH,aks immobilien,DE,98450089A8LDD3A4FC16,,,,,,,Hindenburgstraße 28 A,Meerbusch,40667,GLEIF
Global Bonds,global bonds,BE,5299004ARI54Z2DKGV03,,,,,,,AVENUE DES ARTS 58,BRUSSELS,1000,GLEIF
ODT Consulting Services AB,odt consulting services,SE,64881M9J7G7OH16B4C53,,,,,,,Läktvägen 20,Vendelsö,136 73,GLEIF
UNICORN CITYSCAPE PRIVATE LIMITED,unicorn cityscape private,IN,984500103B85E84AAC79,,,,,,,"B 103B side, Kotia Nirman, Linkroad,Shah INDL Estate H.M.P. School",Mumbai,400058,GLEIF
THANGARAJAN TEXTILES,thangarajan textiles,IN,335800ZUC2E2DPGTH908,,,,,,,3/362 PERUMAL KOVIL STREET VEMBADITHALAM,SALEM,637504,GLEIF
FLM GROUP S R L,flm group s r l,IT,815600446BE9D459A319,,,,,,,"PIAZZA SANTO STEFANO, 6",MILANO,20122,GLEIF
GEFU GmbH,gefu,DE,5299006ABO7I1QPOS845,,,,,,,Braukweg 28,Eslohe,59889,GLEIF
MAA SAMLESHWARI CONSTRUCTION,maa samleshwari construction,IN,335800VM8SDBHPUS9C83,,,,,,,"PLOT NO.2096/2859, KHATIAN NO.220/402 MOUZA-JHARMUDA BAGDEHI",JHARSUGUDA,768220,GLEIF
dap consult,dap consult,DK,636700G3OUEQMNIAFO20,,,,,,,C/O Daniel Rosenborg Peretz Kildegårdsvej 40A,Hellerup,2900,GLEIF
FULCRUM-2025,fulcrum-2025,IN,335800X97MGTK3I6GC24,,,,,,,901 9TH FLOOR TOWER B PENINSULA BUSINESS PARK SENAPATI BAPAT MARG LOWER PAREL (W),MUMBAI,400013,GLEIF
HEALING REALTY TRUST INC,healing realty trust,US,25490031NDPUGVA5LR86,,,,,,,C/O CSC-LAWYERS INCORPORATING SERVICE COMPANY 7 ST. PAUL STREET SUITE 820,BALTIMORE,21202,GLEIF
BUDA COMMERCE CENTER HOLDINGS L P,buda commerce center holdings l p,US,254900GTRKS2UF3J7847,,,,,,,c/o THE CORPORATION TRUST COMPANY CORPORATION TRUST CENTER 1209 ORANGE ST,WILMINGTON,19801,GLEIF
CHANDRASHEKAR REDDY MANJUNATH,chandrashekar reddy manjunath,IN,984500F3CFF6F6B88423,,,,,,,"Ground Floor, No. 29, LIC Colony, Yeshwanthpur",Bangalore,560022,GLEIF
IATROS HOLDING AS,iatros holding,NO,984500C7786C0B89E216,,,,,,,Verkstedbakken 25C,STOKMARKNES,8450,GLEIF
SATYAVEER SINGH TOMAR,satyaveer singh tomar,IN,9845008A53KA9D44OC85,,,,,,,"0, SASNI, VILLAGE BASGOI",HATHRAS,204214,GLEIF
M S SRI SAI EDUCATIONAL SOCIETY,m s sri sai educational society,IN,9845009FFBF874D98K57,,,,,,,"H.No. 9-34/2, Prathibha Junior College Ranga Rao Thota, MAHABUBNAGAR",Jadcherla,509301,GLEIF
HITESH ROHIRA,hitesh rohira,IN,984500DO3AJB61409A53,,,,,,,"Malkheda, NEEMUCH SINGOLI ROAD",NEEMUCH,458441,GLEIF
Brea Transport Aktiebolag,brea transport aktiebolag,SE,9845006B0E5096QB7036,,,,,,,Frimurargatan 14,JÖNKÖPING,554 54,GLEIF
205 MONTAGUE PROPERTY OWNER LLC,205 montague property owner,US,254900ILDM3A5Y1KFE59,,,,,,,C/O DBO DE AGENT LLC 22261 WATERVIEW ROAD,LEWES,19958,GLEIF
,,BG,254900C132EHM9Q6TF07,,,,,,,Бул. Евлоги Георгиев No 97,София,1142,GLEIF
GALAIF TRUST FBO ETIENNE LE GOATER,galaif trust fbo etienne le goater,GB,213800CDDDUUOLF97D51,,,,,,,14 LADBROKE TERRACE,LONDON,W11 3PG,GLEIF
RAJESHREE SACHIN PATIL,rajeshree sachin patil,IN,6488U8V0S2WBJ756J854,,,,,,,"B-4-328, CHHOTA DAL BAZAR, HINDI BAZAR Punjab",Ludhiana,141001,GLEIF
Just Experience B V,just experience b v,NL,724500C9FZE6JMR0WX33,,,,,,,Willemsplein 2,'s-Hertogenbosch,5211AK,GLEIF
Dignity Funeral Services Inc,dignity funeral services,US,254900B57N63TK1NWT14,,,,,,,117 Edginton Lane,Wheeling,26003,GLEIF
INVELT s r o,invelt s r o,SK,097900CAKA0000281081,,,,,,,Púchovská 8,Bratislava - mestská časť Rača,83106,GLEIF
IBERDROLA RENOVABLES GALICIA SA,iberdrola renovables galicia,ES,959800WGRQ5DNYUYA713,,,,,,,Calle Circunvalación 7,"Rúa, A",32350,GLEIF
UMF Beheer B V,umf beheer b v,NL,724500IWM9C3MAX8B018,,,,,,,J C Beetslaan 163B,Hoofddorp,2131AL,GLEIF
SOMOGYI MEDICINE PROFESSIONAL CORPORATION,somogyi medicine professional,CA,2549004MR9RBWH61P503,,,,,,,C/O Dan Somogyi 341 Hillhurst Boulevard,Toronto,M6B 1M9,GLEIF
Edwin Posthuma B V,edwin posthuma b v,NL,724500ZG7YSZ65DN8M78,,,,,,,Bergeendstraat 32,Schoonhoven,2872AD,GLEIF
WoodYouCare B V,woodyoucare b v,NL,724500LDJ84AWGRRJV44,,,,,,,Gouwparklaan 36,Weesp,1384LJ,GLEIF
MAHESHWARI JEWELS,maheshwari jewels,IN,984500DC5BF68ABD6A16,,,,,,,"Shop No. 78/66, Dhamawala Mohalla",Dehradun,248001,GLEIF
RAJ KUMAR,raj kumar,IN,6488RC36C712MU27YM84,,,,,,,"NEAR BUS STAND, Sirsa Haryana",KALANWALI,125201,GLEIF
INNO ART LTD,inno art,MT,2138009DBZ2D6YZ4RW30,,,,,,,AGORA BUSINESS CENTRE LEVEL 2 TRIQ IL WIED TA L'ISMIDA,MSIDA,MSD 9020,GLEIF
DIGITALYA OPS SRL,digitalya ops srl,RO,984500CZBF84H6943803,,,,,,,"Str. Eternitate, Nr. 76, biroul 2, Etaj 4",Iași,700329,GLEIF
POPULAR AND COMPANY SHRI BHARATHI RICE MILL,popular and shri bharathi rice mill,IN,984500U404ZBB9A94E39,,,,,,,"490/5, Rasapalayam, Pothiyapalayam Post, Kovai Road, Kangeyam",Tiruppur,638701,GLEIF
ATUL KUMAR SHARMA,atul kumar sharma,IN,648897WY0SB25N8Q6K06,,,,,,,"80, RAMNARAYAN VAIDYA ROAD, CIVIL LINES Uttar Pradesh",Jhansi,284001,GLEIF
SUBHANG TIME INDUSTRIES,subhang time industries,IN,894500A3DNJMIT80P669,,,,,,,"7/10 SORTHIYAWADI, KOTHARIYA ROAD",Rajkot,360002,GLEIF
MADAN PACKAGING PVT LTD,madan packaging pvt,IN,648820WTCBX2J70N2077,,,,,,,"63/2BBELGACHIA ROAD, West Bengal",KOLKATA,700037,GLEIF
SREE SWAMY GURUKULAM TRUST,sree swamy gurukulam trust,IN,6488LL88K66X88PHH535,,,,,,,"2/236 -B, KANJIRATHINGAL, KANJIRAKKAD, PERUMBAVOOR Kerala",Ernakulam,683542,GLEIF
MADELIOS SOCIEDAD LIMITADA,madelios sociedad,ES,9598002XRN1B93H4QY07,,,,,,,ARQUITECTO REGUERA 9 8º E,Oviedo,33004,GLEIF
OU MIRTAL,ou mirtal,EE,98450062F4BF00A6F204,,,,,,,Suur-Kuke tn 18-1,Pärnu,80018,GLEIF
GENCER ENERGY TECHNOLOGIES PRIVATE LIMITED,gencer energy technologies private,IN,8945008XT1AC5U4M1614,,,,,,,"19093, 9th Floor, Phase 2, Ahinsakhand 1,Indirapuram, Shipra Sun City",GHAZIABAD,201014,GLEIF
ANGUS EGRESS LTD,angus egress,GB,984500B6FC5DB1B4BO28,,,,,,,Towngate House 2-8 Parkstone Road,Poole,BH15 2PW,GLEIF
DAVANGERE CHANDRAPPA ANITHA,davangere chandrappa anitha,IN,984500DN9U0978B3F142,,,,,,,"721, 38th Cross Road, COFFEE DAY Jayanagar",Bengaluru,560041,GLEIF
Sportia s r o,sportia s r o,CZ,315700TWU7ATC1FECB12,,,,,,,Hartigova 2153/227,Praha,130 00,GLEIF
HIGHPATH HOMES LIMITED,highpath homes,GB,984500H4AEDA5A9D5874,,,,,,,The Stables 23b Lenten Street,Alton,GU34 1HG,GLEIF
GRANITE CENTRE,granite centre,IN,6488O4Q60SM74L80IS16,,,,,,,"Plot No. 358, Industrial Area, Phase2 Haryana",Panchkula,134109,GLEIF
GRUHSHOBHA CREATIONS,gruhshobha creations,IN,8945006UTKVG9WFEDM17,,,,,,,"BASEMENT, SHOP NO. 151, MAHAVIR TEXTILE MARKET, Ring Road",SURAT,395002,GLEIF
L B PAINE LIMITED,l b paine,GB,254900HQRE81IWG3C006,,,,,,,C/O Sg Accounting 1 Cedar Office Park Cobham Road,Wimborne,BH21 7SB,GLEIF
LGP EQUITY INVESTORS X ACCESS OFFSHORE FIB LLC,lgp equity investors x access offshore fib,US,9845008D3A2ABF4A6E78,,,,,,,251 LITTLE FALLS DRIVE,WILMINGTON,19808,GLEIF
SHREE HARI FABRICS,shree hari fabrics,IN,98450049C81D8FB0B173,,,,,,,"PLOT NO. 62 TO 65 & 76 TO 79, SEJAL IND. ESTATE, SIWAN ROAD SAYAN,Siwan",Surat,394130,GLEIF
One Deag Holding ApS,one deag holding aps,DK,98450037463I364E7271,,,,,,,Spækhuggeren 22,Randers SØ,8960,GLEIF
SUPREME PHARMACEUTICALS,supreme pharmaceuticals,IN,984500AAA9C01RA97B69,,,,,,,"1405/12, KUCHA DAI KHANA, KATRA SHER SINGH",AMRITSAR,143001,GLEIF
LABORATORIO CHIMICO DI LANDRO DI DI LANDRO SIMONE E C SAS,laboratorio chimico di landro di di landro simone e c,IT,81560000FB72C1DE5D76,,,,,,,"VIA TOSCANINI, 18",CREMA,26013,GLEIF
LV LOCUMS LTD,lv locums,GB,984500D42BD43660A972,,,,,,,C/O Dr S Manickam And Dr M Nagarajan Hednesford Valley Health Centre Lv Locums Ltd Station Road,Hednesford,WS12 4DJ,GLEIF
STUDIO RAGGI S AS DI ANDREA RAGGI E C,studio raggi s di andrea raggi e c,IT,815600E61CFDB9A87B89,,,,,,,"VIA SAN FRANCESCO, 5",CASALPUSTERLENGO,26841,GLEIF
DANA POINT SS INVESTORS LLC,dana point ss investors,US,254900LJKXR32GRHP838,,,,,,,"C/O UNIVERSAL REGISTERED AGENTS, INC. 300 CREEK VIEW ROAD SUITE 209",NEWARK,19711,GLEIF
ANALISIS Y MEJORA DE PROCESOS S L,analisis y mejora de procesos s l,ES,95980022R7THS5D6Y927,,,,,,,CARRER TRAVESSERA DE DALT 74 3/1,Barcelona,08024,GLEIF
THAVAM HOSPITAL,thavam hospital,IN,64889T858MLS0C3DV793,,,,,,,"NO. 150/1, MARIAMMAN KOVIL TEPPAKULAM KAMARAJAR SALAI, RAMANATHAPURAM ROAD, TAMIL NADU",MADURAI,625009,GLEIF
ALLA Invest GmbH,alla invest,DE,8945009SWQ7F42S87E61,,,,,,,Schellingstr.109a,München,80798,GLEIF
ASSAM PAINTS HOUSE,assam paints house,IN,6488CD1LZ3Z4I60Y4281,,,,,,,"KEJRIWAL COMPLEX, S J ROAD, ATHGAON Kamrup Metropolitan, Assam",GUWAHATI,781001,GLEIF
SCARLET COTEX PRIVATE LIMITED,scarlet cotex private,IN,64886V72GW7O4UQU3036,,,,,,,"G. No. 239, Tande, Tal Shirpur Shirpur, Maharashtra",Dhule,425405,GLEIF
Complexe Avianor Inc,complexe avianor,CA,2549003E8JT5VOHMOC86,,,,,,,600-630 RUE Saint-Paul O,Montreal,H3C 1L9,GLEIF
SCI LA RASPIERRE,sci la raspierre,FR,89450085H492P9ETMY94,,,,,,,38 PROM PIERRE LOTI,BERGERAC,24100,GLEIF
CapitalX s r o,capitalx s r o,SK,98450066C12AO51IDB42,,,,,,,Doležalova 3424/15C Bratislava - mestská časť,Ružinov,821 04,GLEIF
Dr Kern Vermogensverwaltung GmbH,dr kern vermogensverwaltung,DE,391200QFQ4558AYG1X96,,,,,,,Kaffeeberg 13,Auenwald,71549,GLEIF
Venture Growth Select Offshore SICAV-RAIF S C Sp,venture growth select offshore sicav-raif s c sp,LU,636700F6MDV0GWWXEY17,,,,,,,"2, rue Jean Monnet",Luxembourg,L-2180,GLEIF
R V EDUCATIONAL TRUST,r v educational trust,IN,984500A07C05D7XHA496,,,,,,,"RV MATRIC HR SEC SCHOOL, ALAGARKOVIL ROAD, MELUR",MADURAI,625106,GLEIF
A V HOSPITALITY,a v hospitality,IN,984500582B80C9582529,,,,,,,"1852 & 1852/1, ANAR VILLA, DAMPIER NAGAR",MATHURA,281001,GLEIF
Twilight FX Pty Ltd,twilight fx pty,AU,894500850HLRSBF6OA94,,,,,,,20 Poppy Street,Kingston,4114,GLEIF
SHIVSHARAN SHEETALAYA,shivsharan sheetalaya,IN,3358003O9ISS79VDHH80,,,,,,,D-1325 INDIRA NAGAR LUCKNOW,LUCKNOW,226016,GLEIF
ABHISHEK MAHESHWARI,abhishek maheshwari,IN,648818H3E38A2PWZC308,,,,,,,"IST FLOOR, MB 185, GALI NO. 5, SHAKARPUR",Delhi,110092,GLEIF
HAWKEYE CAPITAL L P,hawkeye capital l p,US,9845001AE5D3B3F64835,,,,,,,CORPORATION TRUST CENTER 1209 ORANGE ST,WILMINGTON,19801,GLEIF
MOIEN LIMITED,moien,GB,213800F1UDSSMP2JE423,,,,,,,ELLENBOROUGH HOUSE WELLINGTON STREET,CHELTENHAM,GL50 1YD,GLEIF
RAJESH KUMAR KADARI,rajesh kumar kadari,IN,64885CZY362IH6P82P95,,,,,,,"2-71, OPPOSITE CINE PLANET, KOMPALLY Medchal Malkajgiri, Telangana",Secunderabad,500014,GLEIF
Primum Imperium Management B V,primum imperium management b v,NL,7245009BGOVJ1VANAB87,,,,,,,Kraanspoor 3N 10,Amsterdam,1033SC,GLEIF
K P M PAPER BOARDS,k p m paper boards,IN,984500BFDF6AD54EDE76,,,,,,,"59, RAMAMOORTHY NAGAR MAIN ROAD",TIRUPUR,641602,GLEIF
